name,femaDeclarationString,declarationTitle,incidentBeginDate,incidentEndDate,disasterNumber,incidentType,pop,tot_pop,ratio_pop,total_bill,max_customers,mean_customers,min_customers,mean_duration
Albany/Schenectady/Troy SMM xAOC,DR-4445-VT,SEVERE STORMS AND FLOODING,4/15/2019,4/15/2019,4445,Flood,35532,1379787,0.025751801,1.30E-04,0,0,0,0
Albany/Schenectady/Troy SMM xAOC,DR-4472-NY,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",10/31/2019,11/1/2019,4472,Severe Storm,400744,1379787,0.290439032,0.016107443,52343,14717.05066,10,20.95
Albany/Schenectady/Troy SMM xAOC,DR-4480-NY,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4480,Biological,1379787,1379787,1,0,NA,NA,NA,NA
Albany/Schenectady/Troy SMM xAOC,DR-4621-VT,SEVERE STORM AND FLOODING,7/29/2021,7/30/2021,4621,Flood,35532,1379787,0.025751801,0.001460239,0,0,0,0
Albany/Schenectady/Troy SMM xAOC,DR-4720-VT,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",7/7/2023,7/21/2023,4720,Flood,35532,1379787,0.025751801,1.73E-04,4212,133.1726293,0,23.5
Albany/Schenectady/Troy SMM xAOC,DR-4723-NY,SEVERE STORMS AND FLOODING,7/9/2023,7/10/2023,4723,Severe Storm,4438,1379787,0.003216438,4.57E-04,0,0,0,0
Albany/Schenectady/Troy SMM xAOC,EM-3565-NY,HURRICANE HENRI,8/21/2021,8/24/2021,3565,Hurricane,1036116,1379787,0.750924599,0,3112,282.0176875,7,4.1875
Albany/Schenectady/Troy SMM xAOC,EM-3567-VT,TROPICAL STORM HENRI,8/22/2021,8/24/2021,3567,Hurricane,35532,1379787,0.025751801,0,0,0,0,0
Albany/Schenectady/Troy SMM xAOC,EM-3595-VT,FLOODING,7/9/2023,7/17/2023,3595,Flood,35532,1379787,0.025751801,0,4212,180.1357342,1,15.5
Albany/Schenectady/Troy SMM xAOC,EM-3599-MA,HURRICANE LEE,9/15/2023,9/17/2023,3599,Hurricane,125217,1379787,0.090750964,0,2438,233.7708931,1,1.25
Atlanta SMM xAOC,DR-4487-NC,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4487,Biological,7168364,7168364,1,0,NA,NA,NA,NA
Atlanta SMM xAOC,DR-4546-AL,SEVERE STORMS AND FLOODING,2/5/2020,3/6/2020,4546,Severe Storm,22781,7168364,0.003177992,0.001055138,2341,39.25180603,4,22
Atlanta SMM xAOC,DR-4573-AL,HURRICANE ZETA,10/28/2020,10/29/2020,4573,Hurricane,22781,7168364,0.003177992,4.81E-05,10098,3773.26,4,11.5
Atlanta SMM xAOC,DR-4579-GA,TROPICAL STORM ZETA,10/29/2020,10/29/2020,4579,Hurricane,1485338,7168364,0.207207391,0.002302734,320696,170516.0115,317,15.56578947
Atlanta SMM xAOC,DR-4596-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/25/2021,3/26/2021,4596,Severe Storm,22781,7168364,0.003177992,1.74E-04,3272,444.1542553,4,20.5
Atlanta SMM xAOC,DR-4600-GA,SEVERE STORMS AND TORNADOES,3/25/2021,3/26/2021,4600,Severe Storm,390075,7168364,0.054416182,0.026653668,17633,3190.315687,16,14.63888889
Atlanta SMM xAOC,DR-4685-GA,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",1/12/2023,1/12/2023,4685,Severe Storm,562648,7168364,0.078490434,0.02227077,55453,12522.37387,14,2.625
Atlanta SMM xAOC,DR-4710-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/24/2023,3/27/2023,4710,Severe Storm,22781,7168364,0.003177992,1.26E-04,323,27.77058908,0,1.5
Atlanta SMM xAOC,EM-3423-NC,HURRICANE DORIAN,9/1/2019,9/9/2019,3423,Hurricane,11277,7168364,0.001573162,0,117,49.32361111,1,1.75
Atlanta SMM xAOC,EM-3534-NC,HURRICANE ISAIAS,7/31/2020,8/4/2020,3534,Hurricane,11277,7168364,0.001573162,0,345,36.505,1,2.5
Atlanta SMM xAOC,EM-3545-AL,HURRICANE SALLY,9/14/2020,9/16/2020,3545,Hurricane,37733,7168364,0.005263823,0,215,37.37310924,4,1.625
Atlanta SMM xAOC,EM-3586-NC,HURRICANE IAN,9/28/2022,10/4/2022,3586,Hurricane,11277,7168364,0.001573162,0,0,0,0,0
Austin SMM xAOC,DR-4485-TX,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4485,Biological,2383984,2383984,1,0,NA,NA,NA,NA
Austin SMM xAOC,DR-4586-TX,SEVERE WINTER STORMS,2/11/2021,2/21/2021,4586,Severe Ice Storm,2383984,2383984,1,0.014322251,543640,113553.3246,14,157.1458333
Austin SMM xAOC,DR-4705-TX,SEVERE WINTER STORM,1/30/2023,2/2/2023,4705,Winter Storm,2289000,2383984,0.960157451,0.055223366,287040,85393.30583,6,44.78125
Austin SMM xAOC,EM-3540-TX,TROPICAL STORMS MARCO AND LAURA,8/23/2020,8/27/2020,3540,Hurricane,1273567,2383984,0.534217931,0,3615,126.6693054,1,20.5
Austin SMM xAOC,EM-3554-TX,SEVERE WINTER STORM,2/11/2021,2/21/2021,3554,Severe Ice Storm,2383984,2383984,1,0,543640,113553.3246,14,157.1458333
Baltimore SMM xAOC,DR-4491-MD,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4491,Biological,2997116,2997116,1,0,NA,NA,NA,NA
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4426-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2/19/2019,3/20/2019,4426,Severe Storm,145724,1908031,0.076374021,7.91E-04,8012,257.3878459,7,26.9
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4503-AL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4503,Biological,1908031,1908031,1,0,NA,NA,NA,NA
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4546-AL,SEVERE STORMS AND FLOODING,2/5/2020,3/6/2020,4546,Severe Storm,406014,1908031,0.21279214,0.004818059,11024,209.7881787,18,12.125
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4554-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",4/19/2020,4/19/2020,4554,Severe Storm,54990,1908031,0.028820286,9.93E-04,12255,8096.159664,337,12.375
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4555-AL,SEVERE THUNDERSTORMS,4/12/2020,4/13/2020,4555,Severe Storm,307624,1908031,0.161225892,0.00271896,42635,13433.3721,14,26.375
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4573-AL,HURRICANE ZETA,10/28/2020,10/29/2020,4573,Hurricane,303474,1908031,0.159050875,0.00150993,97377,30570.80909,27,14.89285714
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4596-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/25/2021,3/26/2021,4596,Severe Storm,1041032,1908031,0.545605391,0.008673777,43511,13065.26768,23,27.70833333
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4632-AL,SEVERE STORMS AND FLOODING,10/6/2021,10/7/2021,4632,Severe Storm,876715,1908031,0.459486769,0,8420,1686.109375,21,33.625
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4684-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",1/12/2023,1/12/2023,4684,Severe Storm,33450,1908031,0.017531162,7.43E-04,3325,2188.938556,163,6.666666667
Birmingham/Anniston/Tuscaloosa SMM xAOC,DR-4710-AL,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/24/2023,3/27/2023,4710,Severe Storm,40503,1908031,0.021227643,1.02E-04,6944,601.5668604,0,23
Birmingham/Anniston/Tuscaloosa SMM xAOC,EM-3545-AL,HURRICANE SALLY,9/14/2020,9/16/2020,3545,Hurricane,1908031,1908031,1,0,7337,441.1161252,38,2.428571429
Boston/Manchester SMM xAOC,DR-4496-MA,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4496,Biological,6696161,6696161,1,0,NA,NA,NA,NA
Boston/Manchester SMM xAOC,DR-4621-VT,SEVERE STORM AND FLOODING,7/29/2021,7/30/2021,4621,Flood,42227,6696161,0.006306151,0.005371901,445,44,1,4.25
Boston/Manchester SMM xAOC,DR-4622-NH,SEVERE STORM AND FLOODING,7/17/2021,7/19/2021,4622,Severe Storm,75880,6696161,0.011331866,0.001027003,228,25.67718855,1,5.5
Boston/Manchester SMM xAOC,DR-4624-NH,SEVERE STORM AND FLOODING,7/29/2021,8/2/2021,4624,Flood,75880,6696161,0.011331866,0.001151481,818,93.11050039,1,13.25
Boston/Manchester SMM xAOC,DR-4651-MA,SEVERE WINTER STORM AND SNOWSTORM,1/28/2022,1/29/2022,4651,Snowstorm,2247843,6696161,0.335691301,0.014137365,113148,21791.15642,0,10.4375
Boston/Manchester SMM xAOC,DR-4693-NH,SEVERE STORM AND FLOODING,12/22/2022,12/25/2022,4693,Severe Storm,61398,6696161,0.009169134,6.63E-04,19985,5084.0625,37,68.25
Boston/Manchester SMM xAOC,DR-4720-VT,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",7/7/2023,7/21/2023,4720,Flood,42227,6696161,0.006306151,0.002662588,2469,195.0772694,0,49.25
Boston/Manchester SMM xAOC,DR-4740-NH,SEVERE STORMS AND FLOODING,7/9/2023,7/17/2023,4740,Flood,446925,6696161,0.066743467,0.001518708,4857,238.0487779,0,13.5
Boston/Manchester SMM xAOC,DR-4762-VT,SEVERE STORM AND FLOODING,12/18/2023,12/19/2023,4762,Severe Storm,42227,6696161,0.006306151,0,1332,218.3946078,1,16
Boston/Manchester SMM xAOC,DR-4780-MA,SEVERE STORMS AND FLOODING,9/11/2023,9/13/2023,4780,Flood,829327,6696161,0.123851114,0,6412,435.6770833,0,27.25
Boston/Manchester SMM xAOC,EM-3566-MA,TROPICAL STORM HENRI,8/20/2021,8/24/2021,3566,Hurricane,212923,6696161,0.031797772,0,0,0,0,0
Boston/Manchester SMM xAOC,EM-3567-VT,TROPICAL STORM HENRI,8/22/2021,8/24/2021,3567,Hurricane,42227,6696161,0.006306151,0,0,0,0,0
Boston/Manchester SMM xAOC,EM-3595-VT,FLOODING,7/9/2023,7/17/2023,3595,Flood,42227,6696161,0.006306151,0,1992,213.9018997,1,40.75
Boston/Manchester SMM xAOC,EM-3599-MA,HURRICANE LEE,9/15/2023,9/17/2023,3599,Hurricane,5506949,6696161,0.822403912,2.95E-06,16767,1071.820815,8,10.75
Buffalo SMM xAOC,DR-4472-NY,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND FLOODING",10/31/2019,11/1/2019,4472,Severe Storm,1045449,1531605,0.682583956,0.005515522,55867,13185.44405,2,22.5
Buffalo SMM xAOC,DR-4480-NY,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4480,Biological,1531605,1531605,1,0,NA,NA,NA,NA
Buffalo SMM xAOC,DR-4625-NY,REMNANTS OF TROPICAL STORM FRED,8/18/2021,8/19/2021,4625,Hurricane,45915,1531605,0.029978356,0.002054958,164,23.2764894,1,0.25
Buffalo SMM xAOC,DR-4694-NY,SEVERE WINTER STORM AND SNOWSTORM,12/23/2022,12/28/2022,4694,Snowstorm,1185790,1531605,0.774213978,0.009693472,46523,18182.60072,2,93.58333333
Buffalo SMM xAOC,EM-3589-NY,SEVERE WINTER STORM AND SNOWSTORM,11/18/2022,11/21/2022,3589,Winter Storm,1428514,1531605,0.93269087,1.29E-04,9891,990.3571665,0,10
Buffalo SMM xAOC,EM-3590-NY,SEVERE WINTER STORM,12/23/2022,12/28/2022,3590,Winter Storm,976227,1531605,0.63738823,0,39662,16663.62398,1,93.625
Charlotte SMM xAOC,DR-4479-SC,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2/6/2020,2/13/2020,4479,Severe Storm,32186,3361582,0.009574659,1.43E-04,501,59.29385224,1,17
Charlotte SMM xAOC,DR-4487-NC,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4487,Biological,3361582,3361582,1,0,NA,NA,NA,NA
Charlotte SMM xAOC,DR-4543-NC,"SEVERE STORMS, TORNADOES, AND FLOODING",2/6/2020,2/19/2020,4543,Severe Storm,449893,3361582,0.133833713,5.15E-04,6081,340.6215118,4,19.5
Charlotte SMM xAOC,DR-4588-NC,TROPICAL STORM ETA,11/12/2020,11/15/2020,4588,Severe Storm,561015,3361582,0.166890173,0.001972532,4819,537.6068107,5,8.75
Charlotte SMM xAOC,DR-4617-NC,REMNANTS OF TROPICAL STORM FRED,8/16/2021,8/18/2021,4617,Hurricane,100982,3361582,0.030040023,2.18E-04,3873,645.7596835,3,22.08333333
Charlotte SMM xAOC,EM-3421-SC,HURRICANE DORIAN,8/31/2019,9/6/2019,3421,Hurricane,457596,3361582,0.136125193,0,1681,71.28292625,3,2.8125
Charlotte SMM xAOC,EM-3423-NC,HURRICANE DORIAN,9/1/2019,9/9/2019,3423,Hurricane,2903986,3361582,0.863874807,0,7777,278.3368044,7,3.777777778
Charlotte SMM xAOC,EM-3534-NC,HURRICANE ISAIAS,7/31/2020,8/4/2020,3534,Hurricane,2903986,3361582,0.863874807,0,14344,825.3702328,14,6.847222222
Charlotte SMM xAOC,EM-3585-SC,HURRICANE IAN,9/25/2022,10/4/2022,3585,Hurricane,915192,3361582,0.272250386,0,8115,408.6651458,0,16.0625
Charlotte SMM xAOC,EM-3586-NC,HURRICANE IAN,9/28/2022,10/4/2022,3586,Hurricane,2903986,3361582,0.863874807,0,42983,4597.28687,0,23.88888889
Charlotte SMM xAOC,EM-3597-SC,HURRICANE IDALIA,8/29/2023,9/3/2023,3597,Hurricane,457596,3361582,0.136125193,0,3528,243.2389698,3,6.6875
Chicago SMM xAOC,DR-4489-IL,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4489,Biological,9612652,9612652,1,0,NA,NA,NA,NA
Chicago SMM xAOC,DR-4704-IN,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",3/31/2023,4/1/2023,4704,Severe Storm,486244,9612652,0.050583751,0,7297,2561.930297,1,26.75
Chicago SMM xAOC,DR-4728-IL,SEVERE STORMS AND FLOODING,6/29/2023,7/2/2023,4728,Severe Storm,5145326,9612652,0.535266022,0,6877,541.1991758,4,44.5
Chicago SMM xAOC,DR-4749-IL,SEVERE STORMS AND FLOODING,9/17/2023,9/18/2023,4749,Flood,5145326,9612652,0.535266022,0,1414,207.9592391,4,25.75
Cincinnati SMM xAOC,DR-4424-OH,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2/5/2019,2/13/2019,4424,Flood,71113,2407389,0.029539472,0.003573333,3449,101.2720839,2,6
Cincinnati SMM xAOC,DR-4428-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/6/2019,3/10/2019,4428,Severe Storm,144411,2407389,0.059986566,0.002237855,6305,231.4764634,3,13
Cincinnati SMM xAOC,DR-4497-KY,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4497,Biological,2407389,2407389,1,0,NA,NA,NA,NA
Cincinnati SMM xAOC,DR-4595-KY,"SEVERE, STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/27/2021,3/14/2021,4595,Flood,17049,2407389,0.007081946,0,0,0,0,0
Cincinnati SMM xAOC,DR-4702-KY,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",3/3/2023,3/4/2023,4702,Severe Storm,46995,2407389,0.019521149,0,8743,2776.437818,232,24.625
Cleveland/Akron/Canton SMM xAOC,DR-4507-OH,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4507,Biological,3806151,3806151,1,0,NA,NA,NA,NA
Dallas/Ft. Worth SMM xAOC,DR-4485-TX,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4485,Biological,8263502,8263502,1,0,NA,NA,NA,NA
Dallas/Ft. Worth SMM xAOC,DR-4586-TX,SEVERE WINTER STORMS,2/11/2021,2/21/2021,4586,Severe Ice Storm,8263502,8263502,1,0.005475816,1307163,232190.4766,33,121.7890625
Dallas/Ft. Worth SMM xAOC,DR-4705-TX,SEVERE WINTER STORM,1/30/2023,2/2/2023,4705,Winter Storm,189796,8263502,0.022967986,1.59E-04,29678,9709.899182,2,58.0625
Dallas/Ft. Worth SMM xAOC,EM-3540-TX,TROPICAL STORMS MARCO AND LAURA,8/23/2020,8/27/2020,3540,Hurricane,4991561,8263502,0.604049107,0,14844,520.7580023,3,19.15
Dallas/Ft. Worth SMM xAOC,EM-3554-TX,SEVERE WINTER STORM,2/11/2021,2/21/2021,3554,Severe Ice Storm,8263502,8263502,1,0,1307163,232190.4766,33,121.7890625
Dallas/Ft. Worth SMM xAOC,FM-5429-TX,BIG L FIRE,3/20/2022,3/30/2022,5429,Fire,61762,8263502,0.007474071,0,756,43.75315386,0,3.25
Dallas/Ft. Worth SMM xAOC,FM-5443-TX,HARD CASTLE FIRE,7/7/2022,7/16/2022,5443,Fire,18594,8263502,0.002250136,0,3618,47.17757469,0,5.5
Dallas/Ft. Worth SMM xAOC,FM-5444-TX,CHALK MOUNTAIN FIRE,7/18/2022,8/6/2022,5444,Fire,70885,8263502,0.008578082,0,1086,45.30122734,0,3
Dayton SMM xAOC,DR-4447-OH,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDE",5/27/2019,5/29/2019,4447,Tornado,900924,1209203,0.745056041,0.009794389,66461,27550.16483,5,32.1
Dayton SMM xAOC,DR-4507-OH,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4507,Biological,1209203,1209203,1,0,NA,NA,NA,NA
Denver SMM xAOC,DR-4420-NE,"SEVERE WINTER STORM, STRAIGHT-LINE WINDS, AND FLOODING",3/9/2019,7/14/2019,4420,Flood,49124,4560978,0.010770497,0.003072331,1749,164.6878307,2,0.269230769
Denver SMM xAOC,DR-4498-CO,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4498,Biological,4560978,4560978,1,0,NA,NA,NA,NA
Denver SMM xAOC,DR-4581-CO,WILDFIRES,9/6/2020,11/5/2020,4581,Fire,372989,4560978,0.081778294,0.006759423,3897,313.8564513,2,575.75
Denver SMM xAOC,DR-4616-NE,SEVERE STORMS AND STRAIGHT-LINE WINDS,7/9/2021,7/10/2021,4616,Severe Storm,16646,4560978,0.003649656,1.72E-04,0,0,0,0
Denver SMM xAOC,DR-4634-CO,WILDFIRES AND STRAIGHT-LINE WINDS,12/30/2021,1/7/2022,4634,Fire,326020,4560978,0.071480283,0.04051535,30294,5121.437034,1,109.75
Denver SMM xAOC,DR-4731-CO,"SEVERE STORMS, FLOODING, AND TORNADOES",6/8/2023,6/23/2023,4731,Flood,1671463,4560978,0.366470305,0.007568652,40041,555.2281118,4,17.8
Denver SMM xAOC,FM-5334-CO,GRIZZLY CREEK FIRE,8/13/2020,8/26/2020,5334,Fire,115214,4560978,0.02526081,0,1548,35.11031901,2,6.75
Denver SMM xAOC,FM-5335-CO,PINE GULCH FIRE,8/19/2020,9/2/2020,5335,Fire,60031,4560978,0.01316187,0,1116,41.277397,1,11.5
Denver SMM xAOC,FM-5347-WY,316 FIRE,9/5/2020,9/6/2020,5347,Fire,14832,4560978,0.003251934,0,621,250.8697917,1,15.25
Denver SMM xAOC,FM-5349-CO,CAMERON PEAK FIRE,9/6/2020,11/2/2020,5349,Fire,357241,4560978,0.078325526,0,2734,250.3719164,1,674.25
Denver SMM xAOC,FM-5375-WY,MULLEN FIRE,9/25/2020,10/19/2020,5375,Fire,53651,4560978,0.011763047,0,3550,77.21476923,2,29.625
Denver SMM xAOC,FM-5378-CO,EAST TROUBLESOME FIRE,10/17/2020,11/5/2020,5378,Fire,15748,4560978,0.003452768,0,128,29.90656412,1,14.25
Denver SMM xAOC,FM-5379-CO,CALWOOD FIRE,10/17/2020,10/24/2020,5379,Fire,326020,4560978,0.071480283,0,3852,667.3840598,1,145.5
Denver SMM xAOC,FM-5423-CO,MARSHALL FIRE,12/30/2021,1/7/2022,5423,Fire,326020,4560978,0.071480283,0,30294,5121.437034,1,109.75
Detroit SMM xAOC,DR-4494-MI,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4494,Biological,4879287,4879287,1,0,NA,NA,NA,NA
Detroit SMM xAOC,DR-4607-MI,"SEVERE STORMS, FLOODING, AND TORNADOES",6/25/2021,6/26/2021,4607,Severe Storm,4248450,4879287,0.870711233,0.028459438,47666,15082.2711,63,35
Detroit SMM xAOC,DR-4757-MI,"SEVERE STORMS, TORNADOES, AND FLOODING",8/24/2023,8/26/2023,4757,Flood,4222678,4879287,0.865429314,0,234335,99434.37153,479,69.6
Fresno/Visalia SMM xAOC,DR-4431-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/13/2019,2/15/2019,4431,Severe Storm,17117,2067273,0.00827999,0,771,176.1588115,1,9.75
Fresno/Visalia SMM xAOC,DR-4434-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/24/2019,3/1/2019,4434,Severe Storm,17117,2067273,0.00827999,0,198,12.40652174,1,7
Fresno/Visalia SMM xAOC,DR-4482-CA,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4482,Biological,2067273,2067273,1,0,NA,NA,NA,NA
Fresno/Visalia SMM xAOC,DR-4558-CA,WILDFIRES,8/14/2020,9/26/2020,4558,Fire,465751,2067273,0.225297288,0.001820066,9975,369.152377,1,403.25
Fresno/Visalia SMM xAOC,DR-4569-CA,WILDFIRES,9/4/2020,11/17/2020,4569,Fire,1154564,2067273,0.558496144,0.007563491,18108,1321.560274,2,1058.5
Fresno/Visalia SMM xAOC,DR-4683-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",12/27/2022,1/31/2023,4683,Flood,1914546,2067273,0.926121514,0.005114625,34100,771.7245655,0,188.05
Fresno/Visalia SMM xAOC,DR-4699-CA,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2/21/2023,7/10/2023,4699,Severe Storm,2067273,2067273,1,0.009924657,66822,1179.194909,0,546.5416667
Fresno/Visalia SMM xAOC,EM-3591-CA,"SEVERE WINTER STORMS, FLOODING, AND MUDSLIDES",1/8/2023,1/31/2023,3591,Flood,2067273,2067273,1,0,34027,883.8673087,0,123.5416667
Fresno/Visalia SMM xAOC,EM-3592-CA,"SEVERE WINTER STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",3/9/2023,7/10/2023,3592,Flood,2067273,2067273,1,0,43774,490.3373771,0,363.7083333
Fresno/Visalia SMM xAOC,FM-5348-CA,CREEK FIRE,9/6/2020,12/24/2020,5348,Fire,1154564,2067273,0.558496144,0,0,0,0,0
Fresno/Visalia SMM xAOC,FM-5373-CA,SQF FIRE COMPLEX,9/13/2020,1/6/2021,5373,Fire,465751,2067273,0.225297288,0,0,0,0,0
Fresno/Visalia SMM xAOC,FM-5445-CA,OAK FIRE,7/22/2022,8/3/2022,5445,Fire,17117,2067273,0.00827999,0,3294,1371.581452,0,302.25
Grand Rapids SMM xAOC,DR-4494-MI,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4494,Biological,2084583,2084583,1,0,NA,NA,NA,NA
Grand Rapids SMM xAOC,DR-4607-MI,"SEVERE STORMS, FLOODING, AND TORNADOES",6/25/2021,6/26/2021,4607,Severe Storm,64654,2084583,0.031015316,4.10E-04,973,176.6807095,1,15.5
Grand Rapids SMM xAOC,DR-4757-MI,"SEVERE STORMS, TORNADOES, AND FLOODING",8/24/2023,8/26/2023,4757,Flood,721454,2084583,0.346090321,0,75387,33903.59507,2,48.875
Greensboro SMM xAOC,DR-4487-NC,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4487,Biological,1836526,1836526,1,0,NA,NA,NA,NA
Greensboro SMM xAOC,DR-4543-NC,"SEVERE STORMS, TORNADOES, AND FLOODING",2/6/2020,2/19/2020,4543,Severe Storm,226746,1836526,0.123464628,1.86E-05,8019,378.3212486,3,21.5
Greensboro SMM xAOC,DR-4588-NC,TROPICAL STORM ETA,11/12/2020,11/15/2020,4588,Severe Storm,373618,1836526,0.203437359,0.00770318,3559,292.8525132,6,5.958333333
Greensboro SMM xAOC,DR-4602-VA,SEVERE WINTER STORMS,2/11/2021,2/13/2021,4602,Severe Ice Storm,17592,1836526,0.009578955,0,1520,281.4343434,4,11
Greensboro SMM xAOC,EM-3423-NC,HURRICANE DORIAN,9/1/2019,9/9/2019,3423,Hurricane,1818934,1836526,0.990421045,0,9730,476.5331949,11,3.375
Greensboro SMM xAOC,EM-3534-NC,HURRICANE ISAIAS,7/31/2020,8/4/2020,3534,Hurricane,1818934,1836526,0.990421045,0,10582,1035.17812,11,6.232142857
Greensboro SMM xAOC,EM-3586-NC,HURRICANE IAN,9/28/2022,10/4/2022,3586,Hurricane,1818934,1836526,0.990421045,0,122893,16368.1689,0,44.17857143
Greenville/Spartanburg SMM xAOC,DR-4479-SC,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2/6/2020,2/13/2020,4479,Severe Storm,1253850,2362782,0.530666816,0.005039568,21643,3755.938523,5,39.6
Greenville/Spartanburg SMM xAOC,DR-4487-NC,COVID-19 PANDEMIC,1/20/2020,4/16/2020,4487,Biological,2362782,2362782,1,0,NA,NA,NA,NA
Greenville/Spartanburg SMM xAOC,DR-4542-SC,"SEVERE STORMS, TORNADOES, AND STRAIGHT-LINE WINDS",4/12/2020,4/13/2020,4542,Severe Storm,206424,2362782,0.08736481,0.009564396,43402,7045.510416,6,11.25
Greenville/Spartanburg SMM xAOC,DR-4543-NC,"SEVERE STORMS, TORNADOES, AND FLOODING",2/6/2020,2/19/2020,4543,Severe Storm,165161,2362782,0.069901074,6.40E-04,7004,149.6426301,3,4.75
Greenville/Spartanburg SMM xAOC,DR-4579-GA,TROPICAL STORM ZETA,10/29/2020,10/29/2020,4579,Hurricane,49339,2362782,0.02088174,1.09E-04,14380,7184.374162,102,13
Greenville/Spartanburg SMM xAOC,DR-4617-NC,REMNANTS OF TROPICAL STORM FRED,8/16/2021,8/18/2021,4617,Hurricane,465660,2362782,0.197081237,0.015506189,19093,3299.75749,4,22
Greenville/Spartanburg SMM xAOC,EM-3421-SC,HURRICANE DORIAN,8/31/2019,9/6/2019,3421,Hurricane,1501397,2362782,0.635436109,0,5332,271.1178007,8,3.875
Greenville/Spartanburg SMM xAOC,EM-3423-NC,HURRICANE DORIAN,9/1/2019,9/9/2019,3423,Hurricane,766586,2362782,0.32444212,0,5242,141.7352516,4,3.15625
Greenville/Spartanburg SMM xAOC,EM-3534-NC,HURRICANE ISAIAS,7/31/2020,8/4/2020,3534,Hurricane,766586,2362782,0.32444212,0,8205,576.3238594,7,7.15625
Greenville/Spartanburg SMM xAOC,EM-3585-SC,HURRICANE IAN,9/25/2022,10/4/2022,3585,Hurricane,2362782,2362782,1,0,7524,421.5185444,0,7.625
Greenville/Spartanburg SMM xAOC,EM-3586-NC,HURRICANE IAN,9/28/2022,10/4/2022,3586,Hurricane,766586,2362782,0.32444212,0,7531,287.7929065,0,4.46875
Greenville/Spartanburg SMM xAOC,EM-3597-SC,HURRICANE IDALIA,8/29/2023,9/3/2023,3597,Hurricane,1501397,2362782,0.635436109,0,7309,263.571117,7,6.4
